country_code,year,gdp_growth_pct,inflation_pct,lpi_overall_legacy,trade_openness_pct_gdp
GNB,2021,5.0173096003907,2.24248879577658,,37.3241657979758
GNB,2022,5.45776090019501,9.39075933985203,2.6,38.464854619022
GNB,2023,4.63052364601562,7.10220928557059,,34.3806647151162
GNB,2024,4.40920107183611,3.76555825770114,,32.5328698816933
LBR,2008,7.14569112811476,17.489448642993,,61.1239860950174
LBR,2009,5.30054050291531,7.42764305914919,,39.5927601809955
LBR,2010,6.09982524004147,7.28992796890218,2.38,46.6466466466466
LBR,2011,8.20076822497064,8.488167518494,,58.8407005838199
LBR,2012,7.99381444555367,6.83178703418548,2.45,52.4786019843718
LBR,2013,8.68728781639683,7.577306817414,,53.7895323555683
LBR,2014,0.701393100287518,9.86111285574904,2.62,75.6746233009636
LBR,2015,-0.0185649695590939,7.74869687621322,,61.0459804212216
LBR,2016,-1.5549586174878,8.83424868336488,2.203914,46.5216243456223
LBR,2017,2.45515592012239,12.4196323907138,,42.6755109279095
LBR,2018,1.15757512207355,23.5635148953742,2.23,49.404649144017
LBR,2019,-2.46729763532686,26.9662760197878,,47.475649525477
LBR,2020,-2.98249127649473,16.9557241496255,,53.8391688013162
LBR,2021,4.98671283481617,7.81559385858648,,67.2065679689398
LBR,2022,4.80810517290655,7.59298486560313,2.4,68.6570290226533
LBR,2023,4.68375688761311,10.0944535665552,,72.4601366742597
LBR,2024,4.02185464964835,8.21497439118964,,62.4986805078542
NGA,2008,6.76447277784263,11.583054796681,,40.1279881768683
NGA,2009,8.03692510100366,12.5379242951095,,30.7272152994775
NGA,2010,8.00565591623166,13.7400521363694,2.59,34.9423292856474
NGA,2011,5.30792420293915,10.8261371880018,,41.4991143112012
NGA,2012,4.23006117492493,12.2242413020582,2.45,35.7134375825485
NGA,2013,6.67133539308232,8.49551838265678,,28.177304182021
NGA,2014,6.30971865521856,8.04741087967907,2.808778,28.1094677845022
NGA,2015,2.65269329541779,9.00943498007706,,19.2516963708397
NGA,2016,-1.61686894903467,15.6968126387972,2.62809,17.0107868037786
NGA,2017,0.805886619091581,16.5022662139641,,20.1575144413897
NGA,2018,1.92275734199798,12.0951065173432,2.53,24.5540341880582
NGA,2019,2.20842927835211,11.3964223378115,,17.627128982842
NGA,2020,-6.36889840468527,13.2460234276598,,11.9237507201125
NGA,2021,1.109252540249,16.9528457221608,,16.2113387688552
NGA,2022,4.31882949157136,18.8471877843274,2.6,19.0781282725751
NGA,2023,3.31590368111438,24.659550203114,,21.4634013401566
NGA,2024,4.07106650147703,33.2416590552749,,37.493972512774
SEN,2008,3.70316906391386,7.34720236578406,,51.6079586626956
SEN,2009,2.75210448455053,-2.2480214785534,,41.6824924526906
SEN,2010,3.39088925336209,1.22868119673344,2.86,43.0672039376843
SEN,2011,1.33409107961258,3.40322829786971,,47.4394602169164
SEN,2012,4.00299555090457,1.41822871177854,2.49,50.767599733645
SEN,2013,2.41238527605579,0.710245486695176,,48.6979322961687
SEN,2014,6.22407443790986,-1.09025507446895,2.62217,47.0014693102503
SEN,2015,6.36704365066983,0.135211933635165,,46.1721953389446
SEN,2016,6.35606857208136,0.837284942557434,2.327711,42.6358552209813
SEN,2017,7.40748618589598,1.31815314847789,,46.3532923956841
SEN,2018,6.20924103388887,0.460985642464188,2.25,50.5868018047537
SEN,2019,4.6136280976221,1.76011151192939,,52.6534015992011
SEN,2020,1.34207377285524,2.54314685681662,,47.8628391584428
SEN,2021,6.5440010991951,2.18032278088147,,54.1445328365174
SEN,2022,3.85043193752725,9.69681899081073,,63.97720711662
SEN,2023,4.25743083300657,5.93947798773215,,56.0197237718848
SEN,2024,6.46220577412338,0.804503298792438,,55.0171034260419
SLE,2008,3.68605969932123,8.21112432289608,,18.037972248254
SLE,2009,1.53080323958716,7.46901898540982,,18.9962920884399
SLE,2010,6.35566595800495,7.18566275668163,1.97,26.0626453246064
SLE,2011,8.10065518714917,6.79138291952621,,42.5165792858116
SLE,2012,10.578331663387,6.58776239392585,2.08,44.385347134108
SLE,2013,14.6633238075229,5.52412877994266,,49.2751812584475
SLE,2014,-7.81501512457241,4.63931171409667,,40.5925534898015
SLE,2015,-4.36333262093788,6.68943562498681,,30.080934323619
SLE,2016,6.43743652764257,10.8860609413903,2.025402,27.809292368436
SLE,2017,3.20786087715987,18.2215094003386,,32.4878236444628
SLE,2018,2.8938564123677,16.0295447693699,2.08,29.856750089709
SLE,2019,5.50270937378153,14.8049990906021,,32.7580989172304
SLE,2020,-1.2533490322766,13.4468711101052,,38.410314134214
SLE,2021,5.8968527047094,11.8739588840234,,34.8824319839949
SLE,2022,5.3135546141915,27.2082883814653,,42.4792414436674
SLE,2023,5.7100218981806,47.6428733253179,,50.6557759114459
SLE,2024,4.29322334404611,28.6337500014115,,50.0062598622739
TGO,2008,4.03561315398862,8.69482814363902,,51.58503749656
TGO,2009,5.45381096920332,3.71360592035809,,51.0812594324333
TGO,2010,5.85433399076879,1.44594517430864,2.6,56.0215603956593
TGO,2011,5.82325622135289,3.5635147290396,,62.0753853676863
TGO,2012,6.30271426865185,2.57718174055848,2.58,68.2362903882098
TGO,2013,5.82425069283059,1.82539475909162,,71.2585961805301
TGO,2014,5.63323739145223,0.19087507624975,2.31846,60.2191535365848
TGO,2015,5.4680413807304,2.58500390801595,,58.1534969999065
TGO,2016,4.21490387414525,1.28544847051417,2.617778,54.3058638108259
TGO,2017,4.00791259566937,-0.981889868943119,,45.2451550337957
TGO,2018,4.79518333086139,0.927755426457183,2.45,45.4673765350623
TGO,2019,4.91949260488683,0.674652770077525,,44.9882151676176
TGO,2020,2.15900131150536,1.69928463299399,,46.3129225591253
TGO,2021,5.13562929064506,4.1862150652352,,46.5482846470382
TGO,2022,6.29443692019429,7.96757361617945,2.5,51.327404994559
TGO,2023,6.19762969378132,5.48928568141131,,49.6847748547778
TGO,2024,6.52651376797853,2.86262074089801,,45.7276956329181
