country_code,disruption,impact_pct,recovery_years,gdp_growth_pct,inflation_pct,trade_openness_pct_gdp,lpi_overall_legacy
GHA,ghana_log_export_ban,3.760596307401383,1.0,6.910519499592285,13.457273744843802,58.495162217806715,2.5356446666666668
CIV,ghana_log_export_ban,-7.167091314736824,2.0,5.718356855866089,1.8206082636367031,,2.6739936666666666
NGA,ghana_log_export_ban,-6.199532866199534,1.0,5.887759105545439,10.69724559485026,31.20293783089107,2.6162593333333333
NGA,ebola_and_price_crash,643.2908177988112,1.0,3.925810628758013,10.71659256187835,28.293634505815202,2.628956
LBR,ghana_log_export_ban,543.9094502335608,1.0,5.28072348008662,7.889234590015302,55.43840649622676,2.4833333333333334
LBR,ebola_and_price_crash,95.5383123181377,1.0,4.0016233333602935,8.223553297570104,58.058510498594586,2.4246380000000003
SLE,ghana_log_export_ban,-60.493827160493815,1.0,4.150061730020127,6.412386167795664,35.987076129261986,2.025
